Average velocities saved to average_velocities.txt
         31881503 function calls (31027791 primitive calls) in 41.996 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.003    0.000 core.py:3131(re_match)
        6    0.000    0.000    0.003    0.000 core.py:3110(re)
      148    0.000    0.000    0.003    0.000 typing.py:317(_deduplicate)
      233    0.001    0.000    0.003    0.000 {built-in method fromkeys}
     10/3    0.000    0.000    0.003    0.001 unicode.py:14(__get__)
      203    0.001    0.000    0.003    0.000 collections.py:725(set_antialiased)
       12    0.000    0.000    0.003    0.000 axis.py:2802(get_tick_space)
     8456    0.003    0.000    0.003    0.000 cbook.py:1686(<lambda>)
        2    0.000    0.000    0.003    0.001 backend_macosx.py:163(_close_button_pressed)
        2    0.000    0.000    0.003    0.001 figure.py:2406(__init__)
      489    0.003    0.000    0.003    0.000 weakref.py:68(__call__)
       20    0.000    0.000    0.003    0.000 axis.py:329(_apply_params)
        1    0.000    0.000    0.003    0.003 _scimath_impl.py:1(<module>)
       44    0.000    0.000    0.003    0.000 _base.py:52(__init__)
        1    0.000    0.000    0.003    0.003 pyplot.py:3586(legend)
        1    0.000    0.000    0.003    0.003 heapq.py:1(<module>)
       12    0.000    0.000    0.003    0.000 dataclasses.py:449(_create_fn)
     1204    0.001    0.000    0.003    0.000 core.py:3578(mask)
        1    0.000    0.000    0.003    0.003 _axes.py:223(legend)
     2455    0.003    0.000    0.003    0.000 getlimits.py:703(min)
     2224    0.002    0.000    0.003    0.000 cbook.py:1758(safe_isfinite)
      201    0.001    0.000    0.003    0.000 proj3d.py:10(world_transformation)
       14    0.000    0.000    0.003    0.000 core.py:113(doc_note)
     6181    0.003    0.000    0.003    0.000 _parser.py:240(__next)
     4037    0.003    0.000    0.003    0.000 cbook.py:2368(_is_jax_array)
        1    0.000    0.000    0.003    0.003 calendar.py:1(<module>)
   256/18    0.000    0.000    0.003    0.000 ast.py:403(visit)
      620    0.001    0.000    0.003    0.000 figure.py:2744(axes)
      180    0.000    0.000    0.002    0.000 path.py:347(iter_segments)
        1    0.002    0.002    0.002    0.002 _histograms_impl.py:686(histogram)
     1216    0.002    0.000    0.002    0.000 axis.py:542(formatter)
     6910    0.002    0.000    0.002    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.001    0.000    0.002    0.000 getlimits.py:34(__init__)
   256/18    0.001    0.000    0.002    0.000 ast.py:409(generic_visit)
     8910    0.002    0.000    0.002    0.000 backend_bases.py:949(set_url)
      576    0.001    0.000    0.002    0.000 colors.py:966(copy)
     5033    0.002    0.000    0.002    0.000 {built-in method _thread.get_ident}
       40    0.001    0.000    0.002    0.000 proj3d.py:192(inv_transform)
     2650    0.002    0.000    0.002    0.000 _parser.py:176(append)
      247    0.001    0.000    0.002    0.000 patches.py:443(set_linestyle)
        1    0.000    0.000    0.002    0.002 legend.py:354(__init__)
     5486    0.002    0.000    0.002    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.002    0.002 backend_agg.py:1(<module>)
      412    0.001    0.000    0.002    0.000 _linalg.py:148(_commonType)
        1    0.000    0.000    0.002    0.002 _function_base_impl.py:1(<module>)
      212    0.000    0.000    0.002    0.000 markers.py:345(get_transform)
     1215    0.002    0.000    0.002    0.000 axis.py:1676(get_minor_ticks)
     2424    0.002    0.000    0.002    0.000 axis.py:1634(get_major_locator)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
     9714    0.002    0.000    0.002    0.000 backend_bases.py:752(restore)
     5698    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
     22/3    0.000    0.000    0.002    0.001 core.py:4077(streamline)
        1    0.000    0.000    0.002    0.002 dviread.py:1(<module>)
       40    0.001    0.000    0.002    0.000 axes3d.py:1451(_get_camera_loc)
     1206    0.001    0.000    0.002    0.000 collections.py:789(get_edgecolor)
      600    0.002    0.000    0.002    0.000 core.py:3506(__setmask__)
        1    0.000    0.000    0.002    0.002 _globals.py:1(<module>)
      822    0.001    0.000    0.002    0.000 {built-in method builtins.all}
      873    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       22    0.000    0.000    0.002    0.000 core.py:5309(parseImpl)
     9714    0.002    0.000    0.002    0.000 backend_bases.py:831(get_snap)
      245    0.001    0.000    0.002    0.000 core.py:462(__init__)
     1204    0.001    0.000    0.002    0.000 collections.py:562(get_offsets)
     30/4    0.000    0.000    0.002    0.001 core.py:3924(streamline)
        2    0.000    0.000    0.002    0.001 _base.py:1201(_gen_axes_spines)
        1    0.000    0.000    0.002    0.002 uuid.py:1(<module>)
        1    0.000    0.000    0.002    0.002 unicode.py:80(alphanums)
        8    0.000    0.000    0.002    0.000 spines.py:432(linear_spine)
     2410    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     9714    0.002    0.000    0.002    0.000 backend_bases.py:983(get_hatch_color)
      804    0.001    0.000    0.002    0.000 core.py:4174(_delegate_binop)
       12    0.002    0.000    0.002    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       34    0.000    0.000    0.002    0.000 <frozen zipimport>:64(__init__)
      809    0.002    0.000    0.002    0.000 <frozen _collections_abc>:827(values)
      671    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:74(__new__)
       14    0.000    0.000    0.002    0.000 hashlib.py:126(__get_openssl_constructor)
  121/104    0.000    0.000    0.002    0.000 typing.py:1600(__hash__)
     9714    0.002    0.000    0.002    0.000 backend_bases.py:972(get_hatch)
        1    0.000    0.000    0.002    0.002 _text_helpers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _fontconfig_pattern.py:55(_make_fontconfig_parser)
      216    0.001    0.000    0.002    0.000 cbook.py:2249(_g_sig_digits)
 3121/738    0.002    0.000    0.002    0.000 __init__.py:353(recursive_subclasses)
     5264    0.002    0.000    0.002    0.000 backend_bases.py:884(set_dashes)
      243    0.001    0.000    0.002    0.000 cbook.py:110(_weak_or_strong_ref)
       86    0.001    0.000    0.002    0.000 core.py:3850(__init__)
        1    0.000    0.000    0.002    0.002 path.py:1(<module>)
        8    0.000    0.000    0.002    0.000 core.py:2945(_generateDefaultName)
     8657    0.002    0.000    0.002    0.000 _stride_tricks_impl.py:491(_broadcast_arrays_dispatcher)
      263    0.001    0.000    0.002    0.000 artist.py:1090(set_label)
     9714    0.002    0.000    0.002    0.000 backend_bases.py:991(get_hatch_linewidth)
        1    0.000    0.000    0.002    0.002 bisect.py:1(<module>)
        1    0.000    0.000    0.002    0.002 unicode.py:70(alphas)
      200    0.001    0.000    0.002    0.000 cbook.py:443(to_filehandle)
     9714    0.002    0.000    0.002    0.000 backend_bases.py:995(get_sketch_params)
       30    0.000    0.000    0.002    0.000 _base.py:2521(update_datalim)
        1    0.000    0.000    0.002    0.002 helpers.py:604(make_html_tags)
       67    0.002    0.000    0.002    0.000 colors.py:1102(reversed)
        1    0.000    0.000    0.002    0.002 helpers.py:546(_makeTags)
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
        2    0.000    0.000    0.002    0.001 _base.py:2936(handle_single_axis)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.002    0.002    0.002    0.002 _cm_listed.py:1(<module>)
       11    0.000    0.000    0.002    0.000 core.py:2946(charsAsStr)
        1    0.000    0.000    0.002    0.002 <frozen ntpath>:1(<module>)
     3159    0.002    0.000    0.002    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 printoptions.py:1(<module>)
        8    0.000    0.000    0.002    0.000 transforms.py:651(union)
     6069    0.002    0.000    0.002    0.000 axis.py:527(locator)
      291    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 struct.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _base.py:537(_AxesBase)
     1215    0.002    0.000    0.002    0.000 ticker.py:1759(__call__)
      198    0.000    0.000    0.002    0.000 _parser.py:98(closegroup)
       30    0.000    0.000    0.002    0.000 path.py:470(cleaned)
      201    0.002    0.000    0.002    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      234    0.002    0.000    0.002    0.000 numeric.py:144(ones)
     2686    0.001    0.000    0.002    0.000 util.py:200(__call__)
      603    0.002    0.000    0.002    0.000 {method 'repeat' of 'numpy.ndarray' objects}
     6080    0.002    0.000    0.002    0.000 artist.py:661(get_sketch_params)
        1    0.000    0.000    0.002    0.002 __init__.py:469(StrFormatStyle)
       12    0.000    0.000    0.002    0.000 typing.py:1589(copy_with)
      576    0.001    0.000    0.002    0.000 colors.py:783(__copy__)
        2    0.000    0.000    0.002    0.001 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        4    0.000    0.000    0.002    0.000 _base.py:3391(tick_params)
      679    0.001    0.000    0.002    0.000 pathlib.py:1164(__new__)
     5679    0.002    0.000    0.002    0.000 axis.py:538(formatter)
      548    0.001    0.000    0.002    0.000 typing.py:1205(__getattr__)
     7311    0.002    0.000    0.002    0.000 text.py:292(get_transform_rotates_text)
        1    0.000    0.000    0.002    0.002 relativedelta.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 figure.py:118(FigureBase)
      505    0.002    0.000    0.002    0.000 {built-in method builtins.locals}
      780    0.001    0.000    0.002    0.000 font_manager.py:1112(_expand_aliases)
      646    0.002    0.000    0.002    0.000 <frozen posixpath>:138(splitroot)
        8    0.000    0.000    0.002    0.000 spines.py:35(__init__)
     7311    0.002    0.000    0.002    0.000 text.py:601(get_wrap)
     1216    0.002    0.000    0.002    0.000 axis.py:531(locator)
     2492    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
     1218    0.001    0.000    0.002    0.000 {built-in method _functools.reduce}
     1260    0.001    0.000    0.002    0.000 enum.py:1544(_get_value)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _nanfunctions_impl.py:1(<module>)
        2    0.002    0.001    0.002    0.001 {method 'set_window_title' of 'matplotlib.backends._macosx.FigureManager' objects}
     4660    0.002    0.000    0.002    0.000 artist.py:1565(<genexpr>)
 1200/600    0.001    0.000    0.002    0.000 transforms.py:2416(<lambda>)
     1004    0.002    0.000    0.002    0.000 collections.py:860(_set_mappable_flags)
       34    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       22    0.000    0.000    0.002    0.000 ast.py:34(parse)
        1    0.000    0.000    0.002    0.002 ipaddress.py:2332(_IPv6Constants)
     4043    0.002    0.000    0.002    0.000 _ufunc_config.py:431(__init__)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
      354    0.001    0.000    0.002    0.000 __init__.py:102(find_spec)
     3671    0.002    0.000    0.002    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      622    0.002    0.000    0.002    0.000 backend_bases.py:1209(__init__)
      640    0.001    0.000    0.002    0.000 pathlib.py:429(_format_parsed_parts)
       30    0.000    0.000    0.002    0.000 pathlib.py:1081(glob)
     2867    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
     2341    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
       49    0.000    0.000    0.002    0.000 transforms.py:1583(get_matrix)
     23/6    0.000    0.000    0.002    0.000 core.py:4688(streamline)
      201    0.001    0.000    0.002    0.000 proj3d.py:145(_persp_transformation)
      404    0.001    0.000    0.002    0.000 backend_bases.py:2932(_wait_cursor_for_draw_cm)
       35    0.000    0.000    0.002    0.000 ipaddress.py:2256(__init__)
       71    0.000    0.000    0.002    0.000 _base.py:850(viewLim)
       30    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.cleanup_path}
        1    0.001    0.001    0.002    0.002 _mathtext.py:1814(Parser)
        1    0.000    0.000    0.002    0.002 box.py:1(<module>)
     3904    0.002    0.000    0.002    0.000 _base.py:840(<genexpr>)
     3396    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       33    0.000    0.000    0.002    0.000 typing.py:1417(copy_with)
      603    0.001    0.000    0.002    0.000 shape_base.py:367(_stack_dispatcher)
      606    0.001    0.000    0.002    0.000 ticker.py:694(get_offset)
      300    0.002    0.000    0.002    0.000 {method 'outer' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.002    0.001 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.002    0.002 _nanfunctions_impl.py:253(nanmin)
      560    0.001    0.000    0.002    0.000 _compiler.py:398(_simple)
       29    0.000    0.000    0.002    0.000 typing.py:1074(_generic_class_getitem)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
4154/4152    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
     1004    0.001    0.000    0.002    0.000 collections.py:219(get_offset_transform)
     1204    0.001    0.000    0.002    0.000 core.py:817(is_string_or_list_of_strings)
      354    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:232(__init__)
     6080    0.002    0.000    0.002    0.000 backend_bases.py:957(set_snap)
     2222    0.001    0.000    0.002    0.000 inspect.py:378(isfunction)
        1    0.000    0.000    0.002    0.002 _constrained_layout.py:1(<module>)
      202    0.000    0.000    0.002    0.000 axes3d.py:194(set_axis_on)
     5061    0.002    0.000    0.002    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.002    0.002 legend.py:851(_init_legend_box)
       12    0.000    0.000    0.002    0.000 __init__.py:223(define_aliases)
        1    0.000    0.000    0.002    0.002 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.002    0.002 secrets.py:1(<module>)
